Tract_name,id,total,,Hispanic or Latino,,White,,Black or African American,,American Indian and Alaska Native,,Asian,,Native Hawaiian and Other Pacific Islander,,Other Race,,Two or More Races,Non-White,Black or Hispanic
Census Tract 8206.06,8206.06,3650,399,0.1093151,2967,0.8128767,175,0.0479452,0,0.0000000,63,0.0172603,0,0.0000000,0,0.0000000,46,0.0126027,0.1871233,0.1572603
Census Tract 8207,8207,6786,3452,0.5086944,3034,0.4470970,138,0.0203360,3,0.0004421,98,0.0144415,4,0.0005894,4,0.0005894,53,0.0078102,0.5529030,0.5290304
Census Tract 8208,8208,3626,1545,0.4260894,1992,0.5493657,28,0.0077220,0,0.0000000,42,0.0115830,2,0.0005516,9,0.0024821,8,0.0022063,0.4506343,0.4338114
Census Tract 8209.01,8209.01,5686,1514,0.2662680,3859,0.6786845,80,0.0140696,12,0.0021104,143,0.0251495,0,0.0000000,8,0.0014070,70,0.0123109,0.3213155,0.2803377
Census Tract 8209.02,8209.02,5017,1982,0.3950568,2788,0.5557106,93,0.0185370,0,0.0000000,122,0.0243173,0,0.0000000,1,0.0001993,31,0.0061790,0.4442894,0.4135938
Census Tract 8210.01,8210.01,5233,975,0.1863176,3968,0.7582649,82,0.0156698,7,0.0013377,94,0.0179629,3,0.0005733,22,0.0042041,82,0.0156698,0.2417351,0.2019874
Census Tract 8210.02,8210.02,5593,1165,0.2082961,4229,0.7561237,60,0.0107277,2,0.0003576,67,0.0119793,0,0.0000000,2,0.0003576,68,0.0121581,0.2438763,0.2190238
Census Tract 8211.01,8211.01,4784,1254,0.2621237,3161,0.6607441,120,0.0250836,13,0.0027174,194,0.0405518,1,0.0002090,6,0.0012542,35,0.0073161,0.3392559,0.2872074
Census Tract 8211.02,8211.02,4047,1362,0.3365456,2425,0.5992093,94,0.0232271,4,0.0009884,103,0.0254510,0,0.0000000,8,0.0019768,51,0.0126019,0.4007907,0.3597727
Census Tract 8212,8212,6003,2321,0.3866400,814,0.1355989,2788,0.4644344,8,0.0013327,20,0.0033317,1,0.0001666,3,0.0004998,48,0.0079960,0.8644011,0.8510745
Census Tract 8213,8213,5519,2784,0.5044392,985,0.1784744,1670,0.3025910,5,0.0009060,11,0.0019931,0,0.0000000,16,0.0028991,48,0.0086972,0.8215256,0.8070303
Census Tract 8214.01,8214.01,3338,311,0.0931696,155,0.0464350,2836,0.8496105,6,0.0017975,3,0.0008987,2,0.0005992,1,0.0002996,24,0.0071899,0.9535650,0.9427801
Census Tract 8214.02,8214.02,3587,118,0.0328966,96,0.0267633,3332,0.9289100,0,0.0000000,19,0.0052969,0,0.0000000,4,0.0011151,18,0.0050181,0.9732367,0.9618065
Census Tract 8215,8215,2341,34,0.0145237,52,0.0222127,2216,0.9466040,1,0.0004272,0,0.0000000,0,0.0000000,3,0.0012815,35,0.0149509,0.9777873,0.9611277
Census Tract 8216,8216,4393,603,0.1372638,2051,0.4668791,1589,0.3617118,9,0.0020487,57,0.0129752,0,0.0000000,12,0.0027316,72,0.0163897,0.5331209,0.4989756
Census Tract 8217,8217,4889,345,0.0705666,3944,0.8067089,514,0.1051340,1,0.0002045,32,0.0065453,0,0.0000000,1,0.0002045,52,0.0106361,0.1932911,0.1757006
Census Tract 8218,8218,5337,583,0.1092374,3736,0.7000187,848,0.1588908,13,0.0024358,90,0.0168634,1,0.0001874,3,0.0005621,63,0.0118044,0.2999813,0.2681282
Census Tract 8219,8219,5233,504,0.0963119,3899,0.7450793,700,0.1337665,10,0.0019109,48,0.0091726,0,0.0000000,7,0.0013377,65,0.0124212,0.2549207,0.2300783
Census Tract 8220,8220,4349,588,0.1352035,3665,0.8427225,38,0.0087376,11,0.0025293,14,0.0032191,0,0.0000000,1,0.0002299,32,0.0073580,0.1572775,0.1439411
Census Tract 8221.01,8221.01,4480,787,0.1756696,3412,0.7616071,148,0.0330357,4,0.0008929,71,0.0158482,0,0.0000000,11,0.0024554,47,0.0104911,0.2383929,0.2087054
Census Tract 8221.02,8221.02,4414,728,0.1649298,2892,0.6551880,594,0.1345718,5,0.0011328,137,0.0310376,0,0.0000000,4,0.0009062,54,0.0122338,0.3448120,0.2995016
Census Tract 8222,8222,3703,691,0.1866055,2877,0.7769376,60,0.0162031,1,0.0002701,42,0.0113422,1,0.0002701,0,0.0000000,31,0.0083716,0.2230624,0.2028085
Census Tract 8223.01,8223.01,3836,553,0.1441606,3096,0.8070907,65,0.0169447,3,0.0007821,62,0.0161627,0,0.0000000,3,0.0007821,54,0.0140772,0.1929093,0.1611053
Census Tract 8223.02,8223.02,4484,768,0.1712756,3299,0.7357270,253,0.0564228,16,0.0035682,93,0.0207404,0,0.0000000,5,0.0011151,50,0.0111508,0.2642730,0.2276985
Census Tract 8224,8224,6226,801,0.1286540,4939,0.7932862,239,0.0383874,2,0.0003212,108,0.0173466,0,0.0000000,21,0.0033730,116,0.0186315,0.2067138,0.1670414
Census Tract 8225,8225,4455,714,0.1602694,3457,0.7759820,122,0.0273850,4,0.0008979,92,0.0206510,0,0.0000000,13,0.0029181,53,0.0118967,0.2240180,0.1876543
Census Tract 8226.01,8226.01,4470,559,0.1250559,3721,0.8324385,91,0.0203579,1,0.0002237,53,0.0118568,4,0.0008949,10,0.0022371,31,0.0069351,0.1675615,0.1454139
Census Tract 8226.02,8226.02,7061,710,0.1005523,5578,0.7899731,340,0.0481518,4,0.0005665,277,0.0392296,5,0.0007081,9,0.0012746,138,0.0195440,0.2100269,0.1487041
Census Tract 8227.01,8227.01,4181,697,0.1667065,2874,0.6873954,465,0.1112174,6,0.0014351,98,0.0234394,0,0.0000000,3,0.0007175,38,0.0090887,0.3126046,0.2779239
Census Tract 8227.02,8227.02,3745,464,0.1238985,2812,0.7508678,332,0.0886515,1,0.0002670,98,0.0261682,3,0.0008011,1,0.0002670,34,0.0090788,0.2491322,0.2125501
Census Tract 8228.01,8228.01,3345,388,0.1159940,2661,0.7955157,187,0.0559043,4,0.0011958,76,0.0227205,0,0.0000000,3,0.0008969,26,0.0077728,0.2044843,0.1718984
Census Tract 8228.02,8228.02,3616,412,0.1139381,3082,0.8523230,59,0.0163164,4,0.0011062,36,0.0099558,1,0.0002765,2,0.0005531,20,0.0055310,0.1476770,0.1302544
Census Tract 8229,8229,2042,272,0.1332027,1642,0.8041136,56,0.0274241,0,0.0000000,2,0.0009794,0,0.0000000,2,0.0009794,68,0.0333007,0.1958864,0.1606268
Census Tract 8230.01,8230.01,6450,817,0.1266667,4724,0.7324031,662,0.1026357,12,0.0018605,95,0.0147287,0,0.0000000,6,0.0009302,134,0.0207752,0.2675969,0.2293023
Census Tract 8230.02,8230.02,6077,772,0.1270364,4847,0.7975975,206,0.0338983,6,0.0009873,120,0.0197466,5,0.0008228,2,0.0003291,119,0.0195820,0.2024025,0.1609347
Census Tract 8231.01,8231.01,4412,459,0.1040345,3702,0.8390752,95,0.0215322,7,0.0015866,91,0.0206256,0,0.0000000,11,0.0024932,47,0.0106528,0.1609248,0.1255666
Census Tract 8231.02,8231.02,3641,459,0.1260643,3008,0.8261467,69,0.0189508,4,0.0010986,50,0.0137325,1,0.0002746,5,0.0013732,45,0.0123592,0.1738533,0.1450151
Census Tract 8232,8232,4877,727,0.1490670,3682,0.7549723,251,0.0514661,7,0.0014353,145,0.0297314,1,0.0002050,10,0.0020504,54,0.0110724,0.2450277,0.2005331
Census Tract 8233.02,8233.02,5794,1301,0.2245426,2635,0.4547808,1668,0.2878840,2,0.0003452,107,0.0184674,1,0.0001726,4,0.0006904,76,0.0131170,0.5452192,0.5124266
Census Tract 8233.03,8233.03,4519,895,0.1980527,3012,0.6665191,480,0.1062182,7,0.0015490,69,0.0152689,0,0.0000000,6,0.0013277,50,0.0110644,0.3334809,0.3042709
Census Tract 8233.04,8233.04,5927,1133,0.1911591,3484,0.5878185,1099,0.1854226,6,0.0010123,122,0.0205838,1,0.0001687,2,0.0003374,80,0.0134976,0.4121815,0.3765817
Census Tract 8234,8234,5052,2277,0.4507126,1490,0.2949327,1126,0.2228820,9,0.0017815,56,0.0110847,7,0.0013856,19,0.0037609,68,0.0134600,0.7050673,0.6735946
Census Tract 8235,8235,4545,1999,0.4398240,1669,0.3672167,808,0.1777778,11,0.0024202,10,0.0022002,1,0.0002200,4,0.0008801,43,0.0094609,0.6327833,0.6176018
Census Tract 8236.02,8236.02,6267,333,0.0531355,5631,0.8985160,165,0.0263284,11,0.0017552,67,0.0106909,0,0.0000000,2,0.0003191,58,0.0092548,0.1014840,0.0794639
Census Tract 8236.03,8236.03,2702,1263,0.4674315,119,0.0440415,1301,0.4814952,3,0.0011103,3,0.0011103,0,0.0000000,3,0.0011103,10,0.0037010,0.9559585,0.9489267
Census Tract 8236.04,8236.04,3578,144,0.0402459,3289,0.9192286,58,0.0162102,1,0.0002795,59,0.0164897,1,0.0002795,8,0.0022359,18,0.0050307,0.0807714,0.0564561
Census Tract 8236.05,8236.05,4547,274,0.0602595,3910,0.8599076,247,0.0543215,4,0.0008797,61,0.0134154,0,0.0000000,7,0.0015395,44,0.0096767,0.1400924,0.1145810
Census Tract 8237.02,8237.02,6650,495,0.0744361,5052,0.7596992,817,0.1228571,1,0.0001504,208,0.0312782,2,0.0003008,5,0.0007519,70,0.0105263,0.2403008,0.1972932
Census Tract 8237.03,8237.03,7940,941,0.1185139,6294,0.7926952,139,0.0175063,11,0.0013854,338,0.0425693,1,0.0001259,21,0.0026448,195,0.0245592,0.2073048,0.1360202
Census Tract 8237.04,8237.04,4020,489,0.1216418,3351,0.8335821,51,0.0126866,0,0.0000000,94,0.0233831,0,0.0000000,8,0.0019900,27,0.0067164,0.1664179,0.1343284
Census Tract 8237.05,8237.05,4618,573,0.1240797,3703,0.8018623,168,0.0363794,0,0.0000000,123,0.0266349,0,0.0000000,2,0.0004331,49,0.0106107,0.1981377,0.1604591
Census Tract 8238.01,8238.01,5716,305,0.0533590,5141,0.8994052,29,0.0050735,3,0.0005248,195,0.0341148,2,0.0003499,0,0.0000000,41,0.0071728,0.1005948,0.0584325
Census Tract 8238.03,8238.03,6760,550,0.0813609,5889,0.8711538,84,0.0124260,8,0.0011834,159,0.0235207,1,0.0001479,5,0.0007396,64,0.0094675,0.1288462,0.0937870
Census Tract 8238.05,8238.05,2953,140,0.0474094,2682,0.9082289,33,0.0111751,5,0.0016932,62,0.0209956,1,0.0003386,1,0.0003386,29,0.0098205,0.0917711,0.0585845
Census Tract 8238.06,8238.06,3716,391,0.1052207,3066,0.8250807,108,0.0290635,2,0.0005382,82,0.0220667,0,0.0000000,6,0.0016146,61,0.0164155,0.1749193,0.1342842
Census Tract 8239.01,8239.01,3519,125,0.0355215,3070,0.8724069,66,0.0187553,0,0.0000000,190,0.0539926,0,0.0000000,6,0.0017050,62,0.0176186,0.1275931,0.0542768
Census Tract 8239.03,8239.03,4707,194,0.0412152,4329,0.9196941,51,0.0108349,1,0.0002124,89,0.0189080,0,0.0000000,1,0.0002124,42,0.0089229,0.0803059,0.0520501
Census Tract 8239.04,8239.04,4016,102,0.0253984,3748,0.9332669,33,0.0082171,2,0.0004980,99,0.0246514,0,0.0000000,0,0.0000000,32,0.0079681,0.0667331,0.0336155
Census Tract 8240.03,8240.03,6336,316,0.0498737,5852,0.9236111,5,0.0007891,3,0.0004735,97,0.0153093,0,0.0000000,1,0.0001578,62,0.0097854,0.0763889,0.0506629
Census Tract 8240.04,8240.04,5371,259,0.0482219,4948,0.9212437,32,0.0059579,1,0.0001862,91,0.0169428,0,0.0000000,2,0.0003724,38,0.0070750,0.0787563,0.0541799
Census Tract 8240.05,8240.05,5539,293,0.0528976,5084,0.9178552,25,0.0045135,6,0.0010832,87,0.0157068,2,0.0003611,0,0.0000000,42,0.0075826,0.0821448,0.0574111
Census Tract 8240.06,8240.06,3867,204,0.0527541,3471,0.8975950,53,0.0137057,7,0.0018102,90,0.0232739,0,0.0000000,6,0.0015516,36,0.0093095,0.1024050,0.0664598
Census Tract 8241.05,8241.05,6845,396,0.0578524,6068,0.8864865,55,0.0080351,3,0.0004383,265,0.0387144,0,0.0000000,3,0.0004383,55,0.0080351,0.1135135,0.0658875
Census Tract 8241.06,8241.06,7063,497,0.0703667,6079,0.8606824,112,0.0158573,4,0.0005663,310,0.0438907,0,0.0000000,2,0.0002832,59,0.0083534,0.1393176,0.0862240
Census Tract 8241.07,8241.07,6493,435,0.0669952,5626,0.8664716,81,0.0124750,3,0.0004620,276,0.0425073,0,0.0000000,4,0.0006160,68,0.0104728,0.1335284,0.0794702
Census Tract 8241.08,8241.08,8063,848,0.1051718,6089,0.7551780,565,0.0700732,10,0.0012402,431,0.0534540,3,0.0003721,13,0.0016123,104,0.0128984,0.2448220,0.1752449
Census Tract 8241.13,8241.13,6562,348,0.0530326,5680,0.8655898,77,0.0117342,2,0.0003048,396,0.0603475,0,0.0000000,3,0.0004572,56,0.0085340,0.1344102,0.0647668
Census Tract 8241.14,8241.14,4709,193,0.0409853,4097,0.8700361,113,0.0239966,1,0.0002124,229,0.0486303,0,0.0000000,3,0.0006371,73,0.0155022,0.1299639,0.0649819
Census Tract 8241.15,8241.15,3920,446,0.1137755,3193,0.8145408,74,0.0188776,1,0.0002551,126,0.0321429,0,0.0000000,11,0.0028061,69,0.0176020,0.1854592,0.1326531
Census Tract 8241.16,8241.16,4718,581,0.1231454,3826,0.8109368,70,0.0148368,5,0.0010598,173,0.0366681,2,0.0004239,0,0.0000000,61,0.0129292,0.1890632,0.1379822
Census Tract 8241.17,8241.17,9868,574,0.0581678,8609,0.8724159,129,0.0130726,1,0.0001013,476,0.0482367,0,0.0000000,7,0.0007094,72,0.0072963,0.1275841,0.0712404
Census Tract 8241.19,8241.19,5675,301,0.0530396,4958,0.8736564,85,0.0149780,0,0.0000000,269,0.0474009,0,0.0000000,0,0.0000000,62,0.0109251,0.1263436,0.0680176
Census Tract 8241.20,8241.2,8680,308,0.0354839,7625,0.8784562,197,0.0226959,3,0.0003456,448,0.0516129,3,0.0003456,6,0.0006912,90,0.0103687,0.1215438,0.0581797
Census Tract 8241.21,8241.21,3174,212,0.0667927,2799,0.8818526,35,0.0110271,4,0.0012602,80,0.0252048,0,0.0000000,0,0.0000000,44,0.0138626,0.1181474,0.0778198
Census Tract 8241.22,8241.22,6423,336,0.0523120,5652,0.8799626,64,0.0099642,8,0.0012455,286,0.0445275,0,0.0000000,0,0.0000000,77,0.0119882,0.1200374,0.0622762
Census Tract 8241.23,8241.23,7756,654,0.0843218,6572,0.8473440,191,0.0246261,8,0.0010315,220,0.0283651,1,0.0001289,4,0.0005157,106,0.0136668,0.1526560,0.1089479
Census Tract 8243,8243,4814,380,0.0789364,136,0.0282509,4247,0.8822185,8,0.0016618,5,0.0010386,0,0.0000000,2,0.0004155,36,0.0074782,0.9717491,0.9611550
Census Tract 8244,8244,2317,262,0.1130773,1062,0.4583513,953,0.4113077,3,0.0012948,21,0.0090634,1,0.0004316,1,0.0004316,14,0.0060423,0.5416487,0.5243850
Census Tract 8245.03,8245.03,6740,459,0.0681009,5864,0.8700297,168,0.0249258,2,0.0002967,157,0.0232938,0,0.0000000,9,0.0013353,81,0.0120178,0.1299703,0.0930267
Census Tract 8245.05,8245.05,6869,748,0.1088950,5428,0.7902169,309,0.0449847,6,0.0008735,265,0.0385791,0,0.0000000,8,0.0011647,105,0.0152861,0.2097831,0.1538797
Census Tract 8245.06,8245.06,7617,579,0.0760142,6569,0.8624130,184,0.0241565,4,0.0005251,201,0.0263883,1,0.0001313,4,0.0005251,75,0.0098464,0.1375870,0.1001707
Census Tract 8245.07,8245.07,4214,349,0.0828192,3587,0.8512103,98,0.0232558,2,0.0004746,141,0.0334599,1,0.0002373,2,0.0004746,34,0.0080683,0.1487897,0.1060750
Census Tract 8246.01,8246.01,4394,454,0.1033227,3698,0.8416022,113,0.0257169,6,0.0013655,63,0.0143377,0,0.0000000,3,0.0006827,57,0.0129722,0.1583978,0.1290396
Census Tract 8246.02,8246.02,6545,815,0.1245225,5125,0.7830405,342,0.0522536,5,0.0007639,146,0.0223071,3,0.0004584,8,0.0012223,101,0.0154316,0.2169595,0.1767762
Census Tract 8247.01,8247.01,3962,890,0.2246340,2527,0.6378092,379,0.0956588,5,0.0012620,81,0.0204442,3,0.0007572,7,0.0017668,70,0.0176678,0.3621908,0.3202928
Census Tract 8247.02,8247.02,5607,1441,0.2570002,3112,0.5550205,938,0.1672909,6,0.0010701,45,0.0080257,0,0.0000000,7,0.0012484,58,0.0103442,0.4449795,0.4242911
Census Tract 8248,8248,7756,4110,0.5299123,1692,0.2181537,1833,0.2363332,17,0.0021919,29,0.0037390,6,0.0007736,9,0.0011604,60,0.0077359,0.7818463,0.7662455
Census Tract 8249,8249,3079,440,0.1429035,589,0.1912959,1990,0.6463137,1,0.0003248,17,0.0055213,1,0.0003248,6,0.0019487,35,0.0113673,0.8087041,0.7892173
Census Tract 8250,8250,5103,909,0.1781305,3375,0.6613757,425,0.0832843,4,0.0007839,312,0.0611405,0,0.0000000,12,0.0023516,66,0.0129336,0.3386243,0.2614149
Census Tract 8252,8252,2009,651,0.3240418,1053,0.5241414,181,0.0900946,9,0.0044798,82,0.0408163,0,0.0000000,3,0.0014933,30,0.0149328,0.4758586,0.4141364
Census Tract 8253.02,8253.02,6277,708,0.1127927,4830,0.7694759,438,0.0697786,8,0.0012745,228,0.0363231,0,0.0000000,0,0.0000000,65,0.0103553,0.2305241,0.1825713
Census Tract 8253.03,8253.03,3872,338,0.0872934,3288,0.8491736,130,0.0335744,11,0.0028409,60,0.0154959,1,0.0002583,2,0.0005165,42,0.0108471,0.1508264,0.1208678
Census Tract 8253.04,8253.04,4056,308,0.0759369,3429,0.8454142,117,0.0288462,0,0.0000000,151,0.0372288,0,0.0000000,7,0.0017258,44,0.0108481,0.1545858,0.1047830
Census Tract 8254,8254,5419,307,0.0566525,4711,0.8693486,242,0.0446577,6,0.0011072,107,0.0197453,3,0.0005536,0,0.0000000,43,0.0079350,0.1306514,0.1013102
Census Tract 8255.01,8255.01,5583,198,0.0354648,602,0.1078273,4628,0.8289450,15,0.0026867,40,0.0071646,0,0.0000000,10,0.0017912,90,0.0161204,0.8921727,0.8644098
Census Tract 8255.03,8255.03,6608,254,0.0384383,1146,0.1734262,5048,0.7639225,5,0.0007567,34,0.0051453,0,0.0000000,9,0.0013620,112,0.0169492,0.8265738,0.8023608
Census Tract 8255.04,8255.04,3734,150,0.0401714,229,0.0613283,3245,0.8690412,11,0.0029459,42,0.0112480,1,0.0002678,5,0.0013390,51,0.0136583,0.9386717,0.9092126
Census Tract 8255.05,8255.05,5525,125,0.0226244,565,0.1022624,4686,0.8481448,9,0.0016290,66,0.0119457,0,0.0000000,0,0.0000000,74,0.0133937,0.8977376,0.8707692
Census Tract 8256,8256,5627,318,0.0565132,714,0.1268882,4394,0.7808779,8,0.0014217,67,0.0119069,5,0.0008886,15,0.0026657,106,0.0188377,0.8731118,0.8373911
Census Tract 8257,8257,4206,805,0.1913932,729,0.1733238,2587,0.6150737,15,0.0035663,21,0.0049929,0,0.0000000,10,0.0023776,39,0.0092725,0.8266762,0.8064670
Census Tract 8258.01,8258.01,3550,82,0.0230986,288,0.0811268,3136,0.8833803,6,0.0016901,6,0.0016901,0,0.0000000,1,0.0002817,31,0.0087324,0.9188732,0.9064789
Census Tract 8258.02,8258.02,5850,680,0.1162393,326,0.0557265,4767,0.8148718,6,0.0010256,10,0.0017094,0,0.0000000,8,0.0013675,53,0.0090598,0.9442735,0.9311111
Census Tract 8258.03,8258.03,5811,576,0.0991224,518,0.0891413,4636,0.7977973,10,0.0017209,21,0.0036138,2,0.0003442,5,0.0008604,43,0.0073998,0.9108587,0.8969196
Census Tract 8259,8259,3374,830,0.2459988,534,0.1582691,1920,0.5690575,12,0.0035566,19,0.0056313,0,0.0000000,2,0.0005928,57,0.0168939,0.8417309,0.8150563
Census Tract 8260,8260,3334,906,0.2717457,352,0.1055789,1987,0.5959808,5,0.0014997,10,0.0029994,5,0.0014997,8,0.0023995,61,0.0182963,0.8944211,0.8677265
Census Tract 8261,8261,6414,1525,0.2377611,1368,0.2132834,3405,0.5308700,10,0.0015591,17,0.0026505,0,0.0000000,4,0.0006236,85,0.0132523,0.7867166,0.7686311
Census Tract 8262.01,8262.01,3596,145,0.0403226,430,0.1195773,2947,0.8195217,3,0.0008343,11,0.0030590,0,0.0000000,0,0.0000000,60,0.0166852,0.8804227,0.8598443
Census Tract 8262.02,8262.02,5873,876,0.1491572,1246,0.2121573,3655,0.6223395,7,0.0011919,19,0.0032351,0,0.0000000,3,0.0005108,67,0.0114081,0.7878427,0.7714967
Census Tract 8263.01,8263.01,3956,255,0.0644590,386,0.0975733,3237,0.8182508,3,0.0007583,6,0.0015167,0,0.0000000,4,0.0010111,65,0.0164307,0.9024267,0.8827098
Census Tract 8263.03,8263.03,4162,115,0.0276309,260,0.0624700,3716,0.8928400,2,0.0004805,10,0.0024027,0,0.0000000,3,0.0007208,56,0.0134551,0.9375300,0.9204709
Census Tract 8263.04,8263.04,3203,65,0.0202935,151,0.0471433,2929,0.9144552,0,0.0000000,15,0.0046831,0,0.0000000,4,0.0012488,39,0.0121761,0.9528567,0.9347487
Census Tract 8264.01,8264.01,4072,98,0.0240668,141,0.0346267,3775,0.9270629,2,0.0004912,20,0.0049116,3,0.0007367,3,0.0007367,30,0.0073674,0.9653733,0.9511297
Census Tract 8264.02,8264.02,5132,137,0.0266952,273,0.0531956,4641,0.9043258,2,0.0003897,15,0.0029228,0,0.0000000,13,0.0025331,51,0.0099376,0.9468044,0.9310210
Census Tract 8265,8265,5936,213,0.0358827,366,0.0616577,5265,0.8869609,8,0.0013477,8,0.0013477,0,0.0000000,0,0.0000000,76,0.0128032,0.9383423,0.9228437
Census Tract 8266,8266,5540,111,0.0200361,250,0.0451264,5100,0.9205776,15,0.0027076,11,0.0019856,0,0.0000000,3,0.0005415,50,0.0090253,0.9548736,0.9406137
Census Tract 8267,8267,5569,81,0.0145448,205,0.0368109,5210,0.9355360,8,0.0014365,2,0.0003591,0,0.0000000,5,0.0008978,58,0.0104148,0.9631891,0.9500808
Census Tract 8268,8268,5436,2123,0.3905445,680,0.1250920,2552,0.4694628,14,0.0025754,3,0.0005519,0,0.0000000,2,0.0003679,62,0.0114054,0.8749080,0.8600074
Census Tract 8269.01,8269.01,1894,142,0.0749736,16,0.0084477,1694,0.8944034,2,0.0010560,0,0.0000000,0,0.0000000,4,0.0021119,36,0.0190074,0.9915523,0.9693770
Census Tract 8269.02,8269.02,1643,32,0.0194766,7,0.0042605,1581,0.9622642,0,0.0000000,1,0.0006086,0,0.0000000,0,0.0000000,22,0.0133901,0.9957395,0.9817407
Census Tract 8270,8270,3624,135,0.0372517,112,0.0309051,3303,0.9114238,2,0.0005519,4,0.0011038,9,0.0024834,0,0.0000000,59,0.0162804,0.9690949,0.9486755
Census Tract 8271,8271,2716,134,0.0493373,63,0.0231959,2434,0.8961708,2,0.0007364,57,0.0209867,0,0.0000000,0,0.0000000,26,0.0095729,0.9768041,0.9455081
Census Tract 8272,8272,4140,818,0.1975845,274,0.0661836,2948,0.7120773,19,0.0045894,23,0.0055556,0,0.0000000,0,0.0000000,58,0.0140097,0.9338164,0.9096618
Census Tract 8273,8273,2947,385,0.1306413,73,0.0247710,2350,0.7974211,4,0.0013573,106,0.0359688,0,0.0000000,5,0.0016966,24,0.0081439,0.9752290,0.9280624
Census Tract 8274,8274,4298,168,0.0390879,110,0.0255933,3979,0.9257794,11,0.0025593,1,0.0002327,1,0.0002327,0,0.0000000,28,0.0065147,0.9744067,0.9648674
Census Tract 8275,8275,5382,2044,0.3797845,367,0.0681903,2913,0.5412486,5,0.0009290,5,0.0009290,0,0.0000000,2,0.0003716,46,0.0085470,0.9318097,0.9210331
Census Tract 8276,8276,3463,77,0.0222351,22,0.0063529,3305,0.9543748,6,0.0017326,0,0.0000000,2,0.0005775,1,0.0002888,50,0.0144383,0.9936471,0.9766099
Census Tract 8277,8277,2902,217,0.0747760,385,0.1326671,2206,0.7601654,11,0.0037905,23,0.0079256,0,0.0000000,8,0.0027567,52,0.0179187,0.8673329,0.8349414
Census Tract 8278.01,8278.01,4998,369,0.0738295,1575,0.3151261,2964,0.5930372,4,0.0008003,25,0.0050020,1,0.0002001,6,0.0012005,54,0.0108043,0.6848739,0.6668667
Census Tract 8278.02,8278.02,3385,191,0.0564254,452,0.1335303,2655,0.7843427,8,0.0023634,16,0.0047267,0,0.0000000,9,0.0026588,54,0.0159527,0.8664697,0.8407681
Census Tract 8278.04,8278.04,3308,140,0.0423216,549,0.1659613,2538,0.7672310,0,0.0000000,35,0.0105804,0,0.0000000,8,0.0024184,38,0.0114873,0.8340387,0.8095526
Census Tract 8278.05,8278.05,2866,140,0.0488486,533,0.1859735,2139,0.7463364,0,0.0000000,13,0.0045359,0,0.0000000,5,0.0017446,36,0.0125611,0.8140265,0.7951849
Census Tract 8279.01,8279.01,2605,62,0.0238004,290,0.1113244,2193,0.8418426,8,0.0030710,31,0.0119002,0,0.0000000,0,0.0000000,21,0.0080614,0.8886756,0.8656430
Census Tract 8279.02,8279.02,4524,725,0.1602564,1530,0.3381963,2153,0.4759063,7,0.0015473,57,0.0125995,0,0.0000000,11,0.0024315,41,0.0090628,0.6618037,0.6361627
Census Tract 8280,8280,5147,837,0.1626190,2788,0.5416748,1417,0.2753060,8,0.0015543,18,0.0034972,1,0.0001943,2,0.0003886,76,0.0147659,0.4583252,0.4379250
Census Tract 8281,8281,4844,572,0.1180842,3462,0.7146986,683,0.1409992,9,0.0018580,32,0.0066061,3,0.0006193,4,0.0008258,79,0.0163088,0.2853014,0.2590834
Census Tract 8282.01,8282.01,4290,578,0.1347319,2038,0.4750583,1574,0.3668998,8,0.0018648,30,0.0069930,0,0.0000000,8,0.0018648,54,0.0125874,0.5249417,0.5016317
Census Tract 8282.02,8282.02,4585,548,0.1195202,2257,0.4922574,1674,0.3651036,6,0.0013086,36,0.0078517,1,0.0002181,5,0.0010905,58,0.0126499,0.5077426,0.4846238
Census Tract 8283,8283,3264,231,0.0707721,2102,0.6439951,835,0.2558211,2,0.0006127,21,0.0064338,1,0.0003064,6,0.0018382,66,0.0202206,0.3560049,0.3265931
Census Tract 8284.01,8284.01,3644,244,0.0669594,2571,0.7055434,696,0.1909989,7,0.0019210,29,0.0079583,0,0.0000000,15,0.0041164,82,0.0225027,0.2944566,0.2579583
Census Tract 8284.02,8284.02,3843,300,0.0780640,1876,0.4881603,1560,0.4059329,7,0.0018215,38,0.0098881,2,0.0005204,5,0.0013011,55,0.0143117,0.5118397,0.4839969
Census Tract 8285.03,8285.03,4627,559,0.1208126,1131,0.2444348,2799,0.6049276,7,0.0015129,11,0.0023774,1,0.0002161,12,0.0025935,107,0.0231251,0.7555652,0.7257402
Census Tract 8285.04,8285.04,5977,654,0.1094194,1562,0.2613351,3562,0.5959511,7,0.0011712,20,0.0033462,1,0.0001673,13,0.0021750,158,0.0264347,0.7386649,0.7053706
Census Tract 8285.05,8285.05,6428,1004,0.1561917,3151,0.4901991,2133,0.3318295,2,0.0003111,59,0.0091786,0,0.0000000,12,0.0018668,67,0.0104231,0.5098009,0.4880212
Census Tract 8285.06,8285.06,8544,681,0.0797051,2599,0.3041901,5033,0.5890684,10,0.0011704,70,0.0081929,0,0.0000000,10,0.0011704,141,0.0165028,0.6958099,0.6687734
Census Tract 8286.01,8286.01,4187,319,0.0761882,3124,0.7461189,606,0.1447337,6,0.0014330,66,0.0157631,0,0.0000000,6,0.0014330,60,0.0143301,0.2538811,0.2209219
Census Tract 8286.02,8286.02,4562,273,0.0598422,2036,0.4462955,2034,0.4458571,1,0.0002192,74,0.0162210,0,0.0000000,19,0.0041648,125,0.0274003,0.5537045,0.5056993
